"","","","Category","Total Unique Visitors (000)","% Reach","% Composition Unique Visitors","Composition Index UV","Composition Index PV","Average Daily Visitors (000)","Total Minutes (MM)","Total Pages Viewed (MM)","Total Visits (000)","Average Minutes per Visit","Average Visits per Visitor"
"","[M](u)","        Womensforum Glam Network","Lifestyles","8581.361","3.823","100","100","100","401.973","31.953","83.143","14625.327","2.185","1.704"
"","[C](u)","            WOMENSFORUM.COM","Lifestyles","2315.241","1.031","100","100","100","92.9","7.021","40.458","4397.703","1.597","1.899"
"","[C](U)","            ENCYCLOPEDIA.COM","Directories/Resources - Reference, Directories/Resources","785.227","0.35","100","100","100","31.453","1.455","1.525","1036.531","1.404","1.32"
"","[C](U)","            MATH-AIDS.COM","Education - Information, Education","564.983","0.252","100","100","100","39.372","7.23","7.923","1294.856","5.584","2.292"
"","[C]","            MYSAVINGS.COM","Services, Services - Coupons","505.316","0.225","100","100","100","36.749","1.075","2.09","1161.219","0.925","2.298"
"","[C](u)","            FOODVIDEONETWORK.TV","Lifestyles - Food, Lifestyles","498.795","0.222","100","100","100","27.824","0.461","1.043","844.662","0.545","1.693"
"","[C](u)","            HIGHBEAM.COM","Directories/Resources, Directories/Resources - Reference","467.909","0.208","100","100","100","18.251","0.867","1.239","563.616","1.537","1.205"
"","[C](u)","            PARENTTIME.TV","Family & Youth - Family & Parenting, Family & Youth","459.305","0.205","100","100","100","30.743","0.543","3.46","968.513","0.561","2.109"
"","[C](U)","            DIYCHATROOM.COM","Services - Discussion/Chat, Services","420.78","0.187","100","100","100","24.019","1.276","0.967","738.98","1.726","1.756"
"","[C]","            MOMSEASYRECIPES.COM","Lifestyles, Lifestyles - Food","366.551","0.163","100","100","100","16.407","0.171","1.579","523.938","0.326","1.429"
"","[C](U)","            COPYKAT.COM","Lifestyles - Food, Lifestyles","348.989","0.155","100","100","100","16.39","0.949","1.389","494.17","1.921","1.416"
"","[C](u)","            WOMENSOUTDOORLIFE.COM","Lifestyles","325.08","0.145","100","100","100","18.501","0.124","1.842","594.227","0.209","1.828"
"","[C](u)","            WOMANSRESOURCE.COM","Lifestyles","296.812","0.132","100","100","100","18.694","0.144","1.592","619.767","0.232","2.088"
"","[C](U)","            WOMENSHEALTHSYMPTOMS.COM","Health - Information, Health","279.339","0.124","100","100","100","23.641","0.069","0.993","722.586","0.096","2.587"
"","[C](u)","            ATHOME.TV","Lifestyles","277.064","0.123","100","100","100","16.223","0.296","1.577","508.095","0.583","1.834"
"","[C](u)","            HOTMATH.COM","Education, Education - Information","215.097","0.096","100","100","100","10.206","2.029","1.824","355.914","5.702","1.655"
"","[C](u)","            MOMTALK.TV","Family & Youth - Family & Parenting, Family & Youth","207.083","0.092","100","100","100","12.099","0.106","0.846","372.937","0.285","1.801"
"","[C](u)","            MOMSNEWBABY.COM","Family & Youth, Family & Youth - Family & Parenting","203.134","0.09","100","100","100","9.727","0.091","0.928","318.153","0.287","1.566"
"","[C](u)","            MOMBRARY.COM","Family & Youth - Family & Parenting, Family & Youth","198.161","0.088","100","100","100","8.536","0.046","0.675","258.51","0.178","1.305"
"","[C](u)","            MOMSPARENTINGSKILLS.COM","Family & Youth, Family & Youth - Family & Parenting","155.676","0.069","100","100","100","5.359","0.033","0.408","166.369","0.198","1.069"
"","[C]","            THEREDCARPET.TV","Entertainment, Entertainment - News","142.729","0.064","100","100","100","7.291","0.039","0.527","219.328","0.179","1.537"
"","[C](U)","            AFULLCUP.COM","Lifestyles - Home, Lifestyles","114.51","0.051","100","100","100","30.368","0.576","1.461","1033.464","0.558","9.025"
"","[C]","            BUDGET101.COM","Lifestyles","112.704","0.05","100","100","100","4.155","0.271","0.299","127.725","2.123","1.133"
"","[C](U)","            SUNDAYCOUPONPREVIEW.COM","Services - Coupons, Services","105.107","0.047","100","100","100","10.001","0.431","0.513","350.306","1.229","3.333"
"","[C](U)","            DIAPERSWAPPERS.COM","Family & Youth - Family & Parenting, Family & Youth","100.277","0.045","100","100","100","15.05","0.938","1.28","451.495","2.078","4.502"
"","[C](u)","            RAISINGOURKIDS.COM","Family & Youth, Family & Youth - Family & Parenting","88.098","0.039","100","100","100","3.356","0.236","0.458","100.677","2.34","1.143"
"","[C]","            LOVEPOEMSANDQUOTES.COM","Directories/Resources - Reference, Directories/Resources","80.95","0.036","100","100","100","3.363","0.35","0.761","106.268","3.289","1.313"
"","[C](u)","            COLORINGPAGES.NET","Promotional Servers","78.711","0.035","100","100","100","4.361","0.245","0.694","130.839","1.874","1.662"
"","[C]","            UPTOTEN.COM","Entertainment","62.898","0.028","100","100","100","2.495","0.889","0.833","78.178","11.372","1.243"
"","[C]","            ALFY.COM","Family & Youth, Family & Youth - Kids","21.607","0.01","100","100","100","1.328","0.265","0.131","51.796","5.124","2.397"
"","[M](U)","        MODE Foodie","Lifestyles, Lifestyles - Food","7884.673","3.512","100","100","100","572.217","42.25","47.496","18893.911","2.236","2.396"
"","[C](U)","            FoodieBlogRoll Sites","Lifestyles - Food, Lifestyles","1344.419","0.599","100","100","100","75.965","3.247","4.872","2359.096","1.376","1.755"
"","[S](u)","                CHEFINYOU.COM","Lifestyles - Food, Lifestyles","119.251","0.053","100","100","100","4.218","0.174","0.392","146.727","1.189","1.23"
"","[S]","                LADYBEHINDTHECURTAIN.COM","Lifestyles, Lifestyles - Food","76.002","0.034","100","100","","","","","","",""
"","[S]","                KITCHENSTEWARDSHIP.COM","Lifestyles - Food, Lifestyles","62.503","0.028","100","100","","","","","","",""
"","[C](U)","            FOOD52.COM","Lifestyles - Food, Lifestyles","859.073","0.383","100","100","100","66.307","6.733","6.16","2081.517","3.235","2.423"
"","[C](U)","            MRFOOD.COM","Lifestyles, Lifestyles - Food","703.898","0.314","100","100","100","54.098","5.19","5.391","1753.932","2.959","2.492"
"","[C](U)","            30DAYCAFE.COM","Lifestyles, Lifestyles - Food","325.963","0.145","100","100","100","44.534","0.619","4.156","1462.818","0.423","4.488"
"","[C](U)","            COOKINGTIPS101.COM","Lifestyles - Food, Lifestyles","319.716","0.142","100","100","100","39.17","0.827","4.393","1304.327","0.634","4.08"
"","[C]","            INSPIREDTASTE.NET","Lifestyles, Lifestyles - Food","304.619","0.136","100","100","100","13.217","0.439","0.447","410.121","1.07","1.346"
"","[C](U)","            CATCHMYPARTY.COM","Lifestyles, Lifestyles - Food","276.823","0.123","100","100","100","11.934","0.783","1.533","367.201","2.133","1.326"
"","[C](U)","            IFOOD.TV*","Lifestyles, Lifestyles - Food","267.806","0.119","100","100","100","11.352","0.558","0.498","343.058","1.626","1.281"
"","[C](U)","            FOODIE.COM","Lifestyles, Lifestyles - Food","254.442","0.113","100","100","100","11.85","0.581","0.729","376.365","1.544","1.479"
"","[C](U)","            CHEF-IN-TRAINING.COM","Lifestyles - Food, Lifestyles","210.427","0.094","100","100","100","15.346","1.012","0.606","467.509","2.164","2.222"
"","[C](U)","            JUSTATASTE.COM","Lifestyles, Lifestyles - Food","190.025","0.085","100","100","100","9.79","0.73","0.53","308.254","2.368","1.622"
"","[C](U)","            HWTM.COM","Lifestyles - Home, Lifestyles","180.479","0.08","100","100","100","12.435","0.502","0.792","403.244","1.245","2.234"
"","[C](U)","            RASAMALAYSIA.COM","Lifestyles, Lifestyles - Food","171.651","0.076","100","100","100","12.965","1.231","1.089","425.831","2.891","2.481"
"","[C](U)","            SHANTY-2-CHIC.COM","Lifestyles","170.211","0.076","100","100","100","12.452","0.986","0.575","446.479","2.209","2.623"
"","[C](U)","            ELIZADOMESTICA.COM","Lifestyles - Food, Lifestyles","162.124","0.072","100","100","100","15.585","0.35","1.555","476.558","0.734","2.939"
"","[C](U)","            DISCUSSCOOKING.COM","Lifestyles - Food, Lifestyles","156.29","0.07","100","100","100","6.833","0.315","0.248","204.976","1.535","1.312"
"","[C](U)","            HOMEDIT.COM","Lifestyles","137.814","0.061","100","100","100","6.885","0.311","0.24","206.548","1.505","1.499"
"","[C](U)","            CRAZYFORCRUST.COM","Lifestyles, Lifestyles - Food","130.961","0.058","100","100","100","13.218","0.573","0.451","407.407","1.405","3.111"
"","[C](U)","            NOURISHEDKITCHEN.COM","Lifestyles, Lifestyles - Food","117.455","0.052","100","100","100","9.526","1.126","0.37","312.289","3.606","2.659"
"","[C](u)","            MYFRIDGEFOOD.COM","Lifestyles - Food, Lifestyles","97.636","0.043","100","100","100","3.695","0.529","1.354","118.953","4.45","1.218"
"","[C](u)","            HALFHOURMEALS.COM","Lifestyles, Lifestyles - Food","74.719","0.033","100","100","100","3.046","0.198","0.422","107.428","1.844","1.438"
"","[C]","            SWEETSUGARBELLE.COM","Lifestyles - Food, Lifestyles","67.967","0.03","100","100","100","5.776","2.414","1.64","174.947","13.799","2.574"
"","[C]","            RECIPESECRETS.NET","Lifestyles, Lifestyles - Food","62.191","0.028","100","100","","","","","","",""
"","[C]","            BLOGCHEF.NET","Lifestyles, Lifestyles - Food","56.6","0.025","100","100","","","","","","",""
"","[C]","            THEHUNGRYMOUSE.COM","Social Media - Blogs, Social Media","50.899","0.023","100","100","","","","","","",""
"","[C]","            MOMONTIMEOUT.COM","Lifestyles - Food, Lifestyles","47.518","0.021","100","100","","","","","","",""
"","[C]","            MIXTHATDRINK.COM","Lifestyles, Lifestyles - Food","36.328","0.016","100","100","","","","","","",""
"","[C]","            LAALOOSH.COM","Lifestyles - Food, Lifestyles","35.974","0.016","100","100","","","","","","",""
"","[C]","            LAYLITA.COM","Lifestyles, Lifestyles - Food","32.328","0.014","100","100","","","","","","",""
"","[C]","            HANDLETHEHEAT.COM","Lifestyles - Food, Lifestyles","27.022","0.012","100","100","","","","","","",""
"","[C]","            CELEBRATIONSATHOMEBLOG.COM","Lifestyles","22.98","0.01","100","100","","","","","","",""
"","[C]","            LOVEFROMTHEOVEN.COM","Social Media, Social Media - Blogs","21.256","0.009","100","100","","","","","","",""
"","[C]","            TRAVELCONFIDENTLY.COM","Travel","4.69","0.002","100","100","","","","","","",""
"","[C]","            DIYCHEF.COM","Lifestyles - Food, Lifestyles","3.979","0.002","100","100","","","","","","",""
"","[M](u)","        MODE Glam Style","Lifestyles, Lifestyles - Beauty/Fashion/Style","7403.223","3.298","100","100","100","518.029","40","52.908","19012.501","2.104","2.568"
"","[C]","            Glam.com Sites","Lifestyles, Lifestyles - Beauty/Fashion/Style","1320.966","0.588","100","100","100","131.093","5.055","7.382","5383.018","0.939","4.075"
"","[S]","                GLAMMEDIA.COM","Corporate Presence","1077.692","0.48","100","100","100","122.493","4.675","6.881","5125.035","0.912","4.756"
"","[S](u)","                GLAM.COM","Lifestyles, Lifestyles - Beauty/Fashion/Style","247.417","0.11","100","100","100","8.648","0.382","0.503","296.821","1.286","1.2"
"","[C](U)","            HERCAMPUS.COM","Corporate Presence","976.908","0.435","100","100","100","65.503","4.049","3.54","2035.738","1.989","2.084"
"","[C](U)","            LATEST-HAIRSTYLES.COM","Lifestyles - Beauty/Fashion/Style, Lifestyles","748.805","0.334","100","100","100","45.34","2.827","3.028","1400.154","2.019","1.87"
"","[C](U)","            THEYBF.COM","Entertainment","562.484","0.251","100","100","100","81.829","8.77","9.262","3567.107","2.458","6.342"
"","[C](U)","            SHEFINDS.COM","Lifestyles","513.179","0.229","100","100","100","31","3.784","7.276","973.352","3.888","1.897"
"","[C]","            GROOVEEFFECT.COM","Lifestyles","479.502","0.214","100","100","100","32.153","0.72","1.24","967.634","0.744","2.018"
"","[C](U)","            COLLEGECANDY.COM","Entertainment","342.622","0.153","100","100","100","20.623","0.607","0.851","618.702","0.981","1.806"
"","[C](U)","            BLACKGIRLLONGHAIR.COM","Lifestyles, Lifestyles - Beauty/Fashion/Style","329.4","0.147","100","100","100","17.636","1.513","1.446","577.783","2.618","1.754"
"","[C]","            GIRLSASKGUYS.COM","Social Media","281.215","0.125","100","100","100","11.08","0.368","0.418","334.715","1.101","1.19"
"","[C](U)","            BECOMEGORGEOUS.COM","Lifestyles - Beauty/Fashion/Style, Lifestyles","220.801","0.098","100","100","100","7.84","0.338","0.563","257.427","1.312","1.166"
"","[C](U)","            TEMPTALIA.COM","Social Media - Blogs, Social Media","216.623","0.096","100","100","100","23.039","1.418","1.697","741.249","1.913","3.422"
"","[C](u)","            BORNRICH.COM","Lifestyles","179.353","0.08","100","100","100","10.467","0.365","0.782","314.85","1.158","1.755"
"","[C]","            BEAUTYHYPE.COM","Lifestyles, Lifestyles - Beauty/Fashion/Style","171.818","0.077","100","100","100","12.463","0.276","1.567","431.348","0.64","2.511"
"","[C](U)","            I-DRESSUP.COM","Games - Online Gaming, Games","157.046","0.07","100","100","100","12.507","3.764","3.231","431.755","8.717","2.749"
"","[C](U)","            STEALHERSTYLE.NET","Lifestyles, Lifestyles - Beauty/Fashion/Style","127.96","0.057","100","100","100","8.563","0.709","1.003","295.872","2.396","2.312"
"","[C](u)","            AWESOMELYLUVVIE.COM","Lifestyles, Lifestyles - Beauty/Fashion/Style","103.749","0.046","100","100","100","5.608","0.301","0.265","168.554","1.784","1.625"
